loan_id,customer_id,loan_type,sanction_amount,disbursed_amount,interest_rate,tenure_months,disbursement_date,sector,branch_id,region
L000319,C012530,Agri,1145822,1112241.99,7.68,12,2026-03-12,Agriculture,B002,West
L000320,C002903,Auto,657236,613854.72,10.64,36,2023-10-23,Services,B001,West
L000321,C002760,Auto,2766130,2697843.45,10.86,48,2025-09-06,Services,B010,North
L000322,C011360,Agri,93303,89436.72,7.3,24,2026-03-31,Agriculture,B001,West
L000323,C002404,Auto,1425143,1297501.3,11.25,84,2025-11-09,Services,B004,South
L000324,C018533,Auto,2023432,1924596.11,9.4,48,2023-04-23,Services,B005,South
L000325,C009808,Home,9531501,9046067.89,8.04,180,2025-08-08,Real Estate,B005,South
L000326,C014462,Education,4786994,4721277.1,9.22,60,2024-01-07,Services,B007,East
L000327,C007956,Home,9932596,9707159.32,10.26,120,2025-09-09,Real Estate,B001,West
L000328,C012497,Agri,2253571,2156221.66,8.98,36,2023-04-22,Agriculture,B006,West
L000329,C019972,Education,3056632,2923855.54,11.68,60,2022-04-09,Services,B008,South
L000330,C006122,Personal,787092,720494.62,11.72,48,2025-01-26,Services,B001,West
L000331,C004749,Home,13090390,12170300.43,9.82,120,2022-12-29,Real Estate,B008,South
L000332,C016868,Home,9394380,9156591.36,10.31,240,2026-05-14,Real Estate,B004,South
L000333,C013791,Agri,3078728,2896782.22,8.12,36,2025-12-20,Agriculture,B002,West
L000334,C013450,MSME,5753785,5209629.94,13.52,24,2025-07-27,Retail Trade,B006,West
L000335,C010723,MSME,40585991,37156981.82,12.09,36,2024-09-06,Services,B008,South
L000336,C018494,Personal,58916,58832.3,15.13,12,2021-09-26,Services,B007,East
L000337,C016835,Home,12577287,11556870.15,8.92,180,2026-03-26,Real Estate,B003,North
L000338,C006491,Home,2951067,2713087.76,8.89,120,2024-04-12,Real Estate,B006,West
L000339,C016071,Agri,4576370,4353190.06,10.8,24,2025-02-07,Agriculture,B010,North
L000340,C000800,Personal,843193,833985.01,17.81,48,2023-09-15,Services,B006,West
L000341,C019550,Auto,2267598,2235497.71,9.81,48,2025-02-20,Services,B001,West
L000342,C009416,MSME,20762926,20013914.18,11.52,36,2024-07-20,IT/ITES,B008,South
L000343,C007860,Home,16755924,16536286.33,10.15,120,2023-08-18,Real Estate,B004,South
L000344,C017178,Auto,2337052,2221110.1,10.78,48,2024-08-24,Services,B005,South
L000345,C005714,MSME,31275717,28370513.16,10.29,120,2022-10-21,Retail Trade,B004,South
L000346,C008971,MSME,3116437,3050089.22,10.37,120,2025-03-12,Services,B007,East
L000347,C016787,Personal,619932,569981.42,14.77,12,2025-03-19,Services,B010,North
L000348,C005566,MSME,13801522,13094207.31,10.02,60,2025-12-29,IT/ITES,B005,South
L000349,C016954,Auto,1213959,1100548.98,11.64,48,2024-10-05,Services,B010,North
L000350,C018580,Personal,228545,216823.3,16.04,36,2022-01-11,Services,B010,North
L000351,C003367,Personal,472526,433975.08,15.15,48,2023-06-26,Services,B010,North
L000352,C003082,Auto,488310,482586.37,10.38,48,2023-03-13,Services,B003,North
L000353,C018137,MSME,9160555,8299858.96,10.0,120,2022-01-31,Services,B002,West
L000354,C012562,MSME,14049687,13986828.81,12.41,24,2026-02-01,IT/ITES,B008,South
L000355,C003746,Auto,1033566,938718.96,11.86,36,2021-08-11,Services,B002,West
L000356,C014262,Home,19001073,18503462.87,9.87,120,2024-01-20,Real Estate,B009,North
L000357,C018078,Auto,464100,444791.31,10.24,48,2024-09-17,Services,B009,North
L000358,C016051,Personal,921090,903012.42,15.47,60,2025-10-29,Services,B001,West
L000359,C008104,Education,2133132,2003989.85,11.18,120,2025-01-01,Services,B005,South
L000360,C001036,Personal,607430,576874.32,15.83,48,2022-03-12,Services,B010,North
L000361,C010742,Home,15225544,13883978.07,9.88,360,2022-04-29,Real Estate,B003,North
L000362,C016510,Home,8992365,8294898.76,9.11,240,2021-08-14,Real Estate,B001,West
L000363,C013489,Personal,883146,803569.16,13.12,24,2023-09-02,Services,B002,West
L000364,C003627,Home,13917361,13839746.06,9.32,360,2024-08-24,Real Estate,B010,North
L000365,C005851,Home,18853459,17287378.6,8.14,360,2024-02-19,Real Estate,B002,West
L000366,C017884,Education,3069649,2891148.35,11.95,84,2023-07-04,Services,B002,West
L000367,C002850,Home,12099968,12027009.35,9.06,240,2021-10-26,Real Estate,B002,West
L000368,C009090,Home,19235017,19080738.53,9.6,180,2025-02-26,Real Estate,B006,West
L000369,C016140,Auto,1441850,1347697.32,9.25,84,2023-11-28,Services,B003,North
L000370,C001446,Home,18851785,18175768.47,9.35,120,2024-12-29,Real Estate,B010,North
L000371,C010795,MSME,18482493,17937617.61,13.27,84,2023-10-23,Manufacturing,B004,South
L000372,C007579,Personal,873739,843217.13,11.94,48,2022-01-15,Services,B009,North
L000373,C009450,Agri,4323582,4093636.97,8.53,24,2023-05-21,Agriculture,B002,West
L000374,C019863,MSME,2871742,2734326.9,11.88,84,2026-01-14,Manufacturing,B010,North
L000375,C008695,Education,592289,588511.13,12.77,84,2023-07-03,Services,B006,West
L000376,C019615,Auto,2572807,2514053.67,9.05,36,2026-07-19,Services,B004,South
L000377,C018181,MSME,36352983,35818880.35,11.92,60,2022-07-08,IT/ITES,B009,North
L000378,C009543,Agri,4602281,4213918.27,10.27,24,2024-12-28,Agriculture,B006,West
L000379,C008409,Auto,1098662,1045048.18,9.67,36,2024-01-22,Services,B004,South
L000380,C014831,Personal,670808,610897.82,14.64,24,2023-02-12,Services,B004,South
L000381,C010807,Home,10296795,9309381.87,8.01,180,2023-08-13,Real Estate,B002,West
L000382,C007271,Home,10434847,10178717.29,9.59,180,2026-07-27,Real Estate,B006,West
L000383,C011925,Home,3724917,3578958.31,9.52,360,2024-08-28,Real Estate,B003,North
L000384,C008672,MSME,48301587,43583718.9,11.23,24,2025-04-04,Retail Trade,B004,South
L000385,C018723,Home,12029082,11847659.68,8.97,180,2025-09-30,Real Estate,B010,North
L000386,C015876,Personal,434522,405980.8,13.0,36,2023-11-09,Services,B003,North
L000387,C000536,Education,658576,635973.85,10.18,84,2025-07-20,Services,B008,South
L000388,C006198,Personal,572578,557031.82,12.12,48,2024-09-02,Services,B007,East
L000389,C010661,MSME,29940807,29939597.39,13.54,24,2025-01-25,Services,B003,North
L000390,C009956,Auto,2748644,2628686.0,10.48,84,2026-07-18,Services,B007,East
L000391,C016802,Agri,997187,969035.86,9.52,36,2025-03-25,Agriculture,B005,South
L000392,C007283,Auto,1853072,1743678.09,11.71,48,2024-06-21,Services,B004,South
L000393,C008028,Home,6480904,6033825.31,9.48,360,2022-03-05,Real Estate,B008,South
L000394,C005094,Personal,686753,652066.96,14.36,60,2025-03-16,Services,B006,West
L000395,C002257,Home,8530725,8407864.55,8.21,180,2026-03-11,Real Estate,B005,South
L000396,C010157,Home,5954100,5712874.51,8.39,180,2021-09-19,Real Estate,B008,South
L000397,C001141,Personal,815830,785895.63,14.57,48,2023-02-20,Services,B005,South
L000398,C008368,Personal,737093,704821.22,15.75,36,2024-09-01,Services,B006,West
L000399,C014936,MSME,47771314,46436916.91,12.21,120,2026-07-09,IT/ITES,B008,South
L000400,C017703,Home,1892700,1715331.56,9.28,240,2023-05-14,Real Estate,B001,West
L000401,C003689,Personal,465186,450345.8,17.1,24,2021-08-30,Services,B002,West
L000402,C014409,Education,2945878,2744772.56,10.83,120,2022-08-25,Services,B009,North
L000403,C001978,Auto,2771344,2666728.96,10.98,36,2022-03-20,Services,B006,West
L000404,C011933,Home,17861712,16913203.76,10.24,240,2025-10-09,Real Estate,B006,West
L000405,C006539,Auto,1180814,1105967.18,9.33,48,2025-10-08,Services,B004,South
L000406,C002419,Agri,3573498,3546237.76,7.58,12,2025-05-24,Agriculture,B007,East
L000407,C007302,Home,18250858,16883465.43,9.8,240,2022-03-30,Real Estate,B004,South
L000408,C009219,Auto,2784068,2654475.74,10.54,48,2025-01-16,Services,B009,North
L000409,C010682,Auto,1640934,1538807.98,11.07,60,2025-03-28,Services,B010,North
L000410,C015116,Auto,1469303,1365752.21,10.94,84,2021-11-05,Services,B006,West
L000411,C003272,Personal,873021,830372.67,16.64,12,2022-01-22,Services,B008,South
L000412,C016882,Home,19479336,19099857.13,9.2,360,2025-11-02,Real Estate,B007,East
L000413,C015261,Auto,1457138,1326179.31,10.82,36,2021-09-13,Services,B001,West
L000414,C014746,Home,10536556,10092797.89,9.26,360,2023-11-30,Real Estate,B009,North
L000415,C009973,Agri,3660624,3453681.79,8.37,36,2021-09-28,Agriculture,B009,North
L000416,C007545,Home,3180127,3165926.98,8.76,120,2022-09-16,Real Estate,B001,West
L000417,C009148,MSME,30125293,29325355.04,10.42,24,2025-10-24,Services,B004,South
L000418,C001401,Auto,531337,504805.07,10.82,48,2022-05-21,Services,B001,West
L000419,C006742,Auto,1886091,1782062.12,11.25,84,2023-08-17,Services,B004,South
L000420,C015195,Auto,2025213,2009119.35,10.08,36,2026-03-13,Services,B004,South
L000421,C010653,Agri,4232749,3872466.96,8.76,36,2023-09-01,Agriculture,B006,West
L000422,C009216,Home,8653364,8474985.58,10.07,360,2024-09-11,Real Estate,B009,North
L000423,C001066,Personal,281930,266100.09,11.5,48,2023-09-03,Services,B005,South
L000424,C011151,Personal,382717,353798.47,13.2,12,2024-11-01,Services,B001,West
L000425,C008573,MSME,10479816,9887421.44,9.97,24,2026-03-06,IT/ITES,B005,South
L000426,C011718,MSME,46557822,42350434.91,12.45,120,2023-10-20,Manufacturing,B001,West
L000427,C009171,Home,9805217,9597554.43,9.56,240,2021-08-07,Real Estate,B008,South
L000428,C014838,Personal,974097,960498.33,17.31,60,2026-04-09,Services,B001,West
L000429,C011471,Education,4224745,4085462.48,10.26,120,2022-01-08,Services,B010,North
L000430,C002331,Auto,1393762,1363099.38,9.01,60,2024-02-11,Services,B001,West
L000431,C019486,Auto,441919,421698.73,11.68,48,2026-06-29,Services,B008,South
L000432,C014422,Auto,1345373,1262872.22,9.94,84,2024-09-08,Services,B005,South
L000433,C008117,Home,9272597,8501226.91,8.97,360,2026-04-24,Real Estate,B010,North
L000434,C014522,MSME,32609258,32549169.94,13.27,24,2021-08-12,Retail Trade,B002,West
L000435,C000747,Personal,572875,529405.33,15.68,60,2024-11-07,Services,B001,West
L000436,C000395,Auto,1422982,1291904.32,10.31,60,2026-01-21,Services,B008,South
L000437,C008137,Home,9685979,9084312.12,9.3,360,2024-08-23,Real Estate,B003,North
L000438,C007439,Education,4867557,4573590.54,9.15,60,2023-09-29,Services,B008,South
L000439,C012671,Home,18216293,16751060.24,9.31,360,2022-06-06,Real Estate,B009,North
L000440,C016272,Auto,464754,426129.43,11.12,84,2022-12-29,Services,B004,South
L000441,C000492,Personal,865759,825631.29,11.59,48,2026-07-09,Services,B004,South
L000442,C003737,Home,11232065,11188449.53,10.04,180,2023-04-08,Real Estate,B005,South
L000443,C008361,Home,6242153,6118414.35,9.77,240,2022-02-24,Real Estate,B005,South
L000444,C012027,Personal,450083,410584.57,17.53,36,2025-10-17,Services,B008,South
L000445,C000789,Home,14572059,13442217.44,9.35,360,2023-10-25,Real Estate,B006,West
L000446,C003324,Auto,2409824,2169191.61,9.95,60,2026-04-07,Services,B008,South
L000447,C018615,Auto,1949184,1763154.93,9.77,48,2022-11-12,Services,B005,South
L000448,C002714,Auto,425472,389796.78,9.64,84,2026-07-07,Services,B004,South
L000449,C015572,Auto,1715286,1659811.31,9.7,36,2025-07-15,Services,B007,East
L000450,C012214,Personal,415062,378881.22,16.83,48,2022-01-14,Services,B006,West
L000451,C019526,Auto,1082915,1064182.87,9.28,84,2025-08-10,Services,B006,West
L000452,C014937,Home,11860007,11129990.13,9.48,360,2021-12-16,Real Estate,B007,East
L000453,C005763,Home,14594362,14151297.68,9.8,360,2021-10-28,Real Estate,B009,North
L000454,C012082,Auto,1897439,1868064.28,9.42,60,2022-09-27,Services,B009,North
L000455,C002866,Home,19163902,18422987.5,8.66,120,2024-09-15,Real Estate,B006,West
L000456,C006077,Education,4939145,4632288.99,11.77,60,2023-04-15,Services,B008,South
L000457,C004910,Home,10928017,10386877.45,8.66,180,2024-01-14,Real Estate,B008,South
L000458,C018909,Agri,2120843,1920991.72,8.54,36,2024-09-14,Agriculture,B008,South
L000459,C002176,Agri,1785695,1716756.43,7.25,12,2023-03-31,Agriculture,B010,North
L000460,C002348,Agri,1970374,1910734.46,9.78,12,2024-03-29,Agriculture,B004,South
L000461,C000033,Home,6083336,5970273.14,9.67,180,2024-11-01,Real Estate,B002,West
L000462,C015755,Home,12248220,11145003.64,9.89,360,2026-05-24,Real Estate,B008,South
L000463,C010720,Home,13473269,12175151.14,8.67,360,2024-10-23,Real Estate,B003,North
L000464,C019841,Education,4192219,3850633.11,11.21,60,2023-02-11,Services,B010,North
L000465,C009769,Auto,2205689,2122357.9,10.23,84,2024-07-15,Services,B009,North
L000466,C011061,Home,2459119,2338791.06,10.46,120,2022-12-23,Real Estate,B005,South
L000467,C015779,Agri,1895761,1849290.36,7.23,24,2024-09-13,Agriculture,B007,East
L000468,C004523,Home,2297211,2280969.23,10.28,120,2022-12-30,Real Estate,B004,South
L000469,C015556,Personal,316737,293446.07,12.28,36,2023-06-13,Services,B001,West
L000470,C003333,Home,14221564,14143838.0,9.53,120,2023-09-21,Real Estate,B008,South
L000471,C007036,Education,461228,424145.92,10.78,120,2023-08-02,Services,B006,West
L000472,C012251,Personal,321247,318012.63,16.38,24,2024-05-13,Services,B002,West
L000473,C007087,MSME,32422888,31690962.73,9.89,120,2023-04-05,Services,B008,South
L000474,C002666,Education,4819894,4516733.25,10.86,84,2024-05-23,Services,B009,North
L000475,C005905,Home,16060489,15961192.9,10.15,360,2025-11-14,Real Estate,B005,South
L000476,C015286,Auto,836684,762032.17,9.89,48,2025-01-06,Services,B010,North
L000477,C007802,Home,3470864,3453109.59,9.05,360,2022-06-30,Real Estate,B003,North
L000478,C018141,Personal,684926,629752.67,15.45,60,2023-07-27,Services,B008,South
L000479,C000579,Personal,307781,304357.11,12.95,48,2022-08-07,Services,B001,West
L000480,C004788,Agri,3059990,2857288.34,9.1,24,2026-04-01,Agriculture,B002,West
L000481,C010454,Auto,978199,945796.56,11.96,60,2024-11-01,Services,B004,South
L000482,C002336,Home,2363327,2283179.33,9.5,180,2026-02-24,Real Estate,B003,North
L000483,C008449,Home,14772758,13974781.32,8.24,180,2022-09-26,Real Estate,B001,West
L000484,C005666,Home,7437958,6805741.18,9.54,360,2026-06-27,Real Estate,B002,West
L000485,C008452,Home,12056588,11163756.26,8.93,120,2021-12-22,Real Estate,B003,North
L000486,C002445,Auto,2071208,1974737.1,9.02,60,2021-11-22,Services,B004,South
L000487,C004861,Auto,1893464,1847864.3,9.35,48,2023-05-24,Services,B004,South
L000488,C019681,Personal,64322,64044.41,13.4,36,2023-05-10,Services,B002,West
L000489,C012135,Auto,1830352,1778746.22,10.13,48,2022-12-02,Services,B007,East
L000490,C011599,Home,13327636,12835777.02,9.48,240,2022-01-30,Real Estate,B006,West
L000491,C016162,Home,16418663,16217661.03,8.08,240,2023-07-28,Real Estate,B008,South
L000492,C004481,Agri,1359362,1239911.71,9.69,12,2026-04-07,Agriculture,B008,South
L000493,C016560,Personal,599287,566929.54,17.68,36,2023-09-24,Services,B001,West
L000494,C012472,MSME,27866663,26352689.18,11.07,84,2025-10-13,Retail Trade,B001,West
L000495,C012484,Auto,1279357,1167322.99,10.03,48,2022-08-19,Services,B001,West
L000496,C012257,Home,10657081,9708664.64,10.38,180,2022-09-17,Real Estate,B003,North
L000497,C019171,Auto,574604,527237.81,11.23,48,2026-05-17,Services,B009,North
L000498,C007246,Personal,256833,253938.45,13.94,36,2023-04-20,Services,B008,South
L000499,C008348,Home,11018888,10299950.52,10.43,180,2021-11-17,Real Estate,B009,North
L000500,C011535,Personal,905510,900657.29,17.6,60,2025-03-12,Services,B001,West
L000501,C004019,Home,4791724,4495503.63,9.18,240,2024-06-03,Real Estate,B006,West
L000502,C014894,Auto,2519159,2353999.76,11.3,48,2023-06-04,Services,B003,North
L000503,C018300,Agri,4103311,4006162.99,7.81,36,2022-12-14,Agriculture,B003,North
L000504,C007307,Agri,887999,850568.18,7.56,36,2022-04-12,Agriculture,B008,South
L000505,C013045,Agri,4785610,4331200.58,10.35,24,2025-11-06,Agriculture,B008,South
L000506,C017302,Home,15338111,14754680.34,10.23,120,2024-05-12,Real Estate,B007,East
L000507,C013400,Agri,3849107,3593966.89,8.14,36,2023-11-08,Agriculture,B003,North
L000508,C010312,Agri,2927810,2829158.69,10.1,24,2023-04-09,Agriculture,B003,North
L000509,C002070,Home,14864077,14772646.35,9.49,360,2025-05-21,Real Estate,B001,West
L000510,C002070,Personal,297863,282849.89,13.31,36,2026-07-04,Services,B003,North
L000511,C019507,Education,2061472,2016685.8,9.22,84,2022-10-22,Services,B001,West
L000512,C000710,Auto,659048,654930.3,11.34,48,2024-09-11,Services,B009,North
L000513,C003301,MSME,7609020,7444046.54,12.33,24,2021-10-04,Manufacturing,B004,South
L000514,C009570,Personal,213477,197597.16,16.71,24,2024-06-24,Services,B003,North
L000515,C009922,MSME,20285190,19655036.58,11.97,84,2024-09-28,Services,B006,West
L000516,C010349,Auto,631400,602336.52,11.97,36,2026-01-12,Services,B008,South
L000517,C008455,Home,5135596,4926545.06,8.68,240,2022-05-08,Real Estate,B007,East
L000518,C015637,Education,1571926,1459778.15,10.4,60,2025-11-17,Services,B009,North
L000519,C015306,Home,13616031,13125752.06,10.39,180,2021-12-08,Real Estate,B006,West
L000520,C018668,Auto,492673,467310.77,11.07,48,2023-12-11,Services,B006,West
L000521,C005563,MSME,22217389,20167600.13,13.99,120,2022-03-01,Retail Trade,B010,North
L000522,C005796,Personal,70481,69353.06,14.33,24,2023-05-02,Services,B008,South
L000523,C000371,Home,14790666,14173080.52,9.33,240,2022-07-14,Real Estate,B005,South
L000524,C008115,Personal,559219,519092.54,13.07,24,2026-04-09,Services,B007,East
L000525,C018427,Personal,597812,578366.61,14.65,60,2022-10-14,Services,B004,South
L000526,C017061,Auto,2655288,2492386.65,11.96,60,2025-02-10,Services,B001,West
L000527,C010048,Auto,2034311,2006550.22,10.11,84,2025-07-17,Services,B001,West
L000528,C007797,Home,13898197,13099771.27,8.62,120,2026-04-21,Real Estate,B007,East
L000529,C008936,Home,19708116,18373671.04,9.96,180,2025-07-02,Real Estate,B008,South
L000530,C008807,Home,13111080,12312401.29,10.44,360,2022-02-04,Real Estate,B007,East
L000531,C019423,Personal,54650,52689.73,16.95,24,2022-03-27,Services,B005,South
L000532,C019499,Personal,779647,731207.22,14.59,48,2025-05-27,Services,B005,South
L000533,C015105,Auto,2423351,2370291.04,9.73,36,2025-07-14,Services,B004,South
L000534,C011753,MSME,47474315,43097614.89,12.24,120,2024-06-22,IT/ITES,B008,South
L000535,C000746,Home,17397768,16479209.3,8.12,120,2024-09-14,Real Estate,B009,North
L000536,C007362,Auto,2612041,2481050.79,10.37,84,2025-09-02,Services,B010,North
L000537,C008587,MSME,44543763,43811245.6,10.34,24,2025-04-20,Manufacturing,B009,North
L000538,C013293,Agri,716164,679876.18,10.89,12,2025-12-31,Agriculture,B006,West
L000539,C005658,MSME,21177566,19597418.13,13.13,24,2023-09-03,IT/ITES,B009,North
L000540,C002301,Personal,978366,900828.44,17.9,12,2024-06-18,Services,B002,West
L000541,C002214,Agri,2539609,2366099.76,9.52,24,2024-01-19,Agriculture,B005,South
L000542,C018174,Education,441154,420623.37,11.83,84,2023-12-04,Services,B002,West
L000543,C019220,Education,3047056,3045866.09,12.79,84,2025-11-25,Services,B003,North
L000544,C019768,Agri,1149540,1147229.59,7.15,36,2024-09-03,Agriculture,B010,North
L000545,C017456,Home,7588010,6879157.85,9.9,240,2023-05-24,Real Estate,B003,North
L000546,C009086,Education,1438750,1310140.36,12.26,60,2022-09-26,Services,B009,North
L000547,C002710,Home,10351328,9397726.03,10.25,180,2021-09-09,Real Estate,B006,West
L000548,C007972,Personal,929107,854356.69,16.31,12,2022-10-11,Services,B009,North
